woman,district,use,use4,lc,age,urban,educ,hindu,d_lit,d_pray,cons
74.00000,1.000000,1.000000,2.000000,2.000000,-3.00000,1.000000,4.000000,0.000000,0.090000,0.640000,1.000000
75.00000,1.000000,0.000000,4.000000,0.000000,-4.00000,1.000000,4.000000,0.000000,0.090000,0.640000,1.000000
76.00000,1.000000,1.000000,2.000000,0.000000,-5.00000,1.000000,4.000000,0.000000,0.090000,0.640000,1.000000
77.00000,1.000000,0.000000,4.000000,3.000000,15.99999,1.000000,4.000000,0.000000,0.090000,0.640000,1.000000
78.00000,1.000000,1.000000,2.000000,2.000000,-8.00000,1.000000,1.000000,0.000000,0.090000,0.640000,1.000000
79.00000,1.000000,1.000000,3.000000,1.000000,7.999999,1.000000,4.000000,0.000000,0.090000,0.640000,1.000000
80.00000,1.000000,1.000000,2.000000,2.000000,-6.00000,1.000000,4.000000,0.000000,0.090000,0.640000,1.000000
81.00000,1.000000,0.000000,4.000000,3.000000,6.999999,1.000000,1.000000,0.000000,0.090000,0.640000,1.000000
82.00000,1.000000,0.000000,4.000000,1.000000,-7.00000,1.000000,1.000000,1.000000,0.090000,0.640000,1.000000
83.00000,1.000000,0.000000,4.000000,0.000000,-12.0000,1.000000,1.000000,0.000000,0.090000,0.640000,1.000000
84.00000,1.000000,0.000000,4.000000,3.000000,14.99999,1.000000,1.000000,0.000000,0.090000,0.640000,1.000000
85.00000,1.000000,0.000000,4.000000,2.000000,-5.00000,1.000000,1.000000,0.000000,0.090000,0.640000,1.000000
86.00000,1.000000,0.000000,4.000000,2.000000,-4.00000,1.000000,1.000000,0.000000,0.090000,0.640000,1.000000
87.00000,1.000000,0.000000,4.000000,3.000000,10.99999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
88.00000,1.000000,0.000000,4.000000,3.000000,-5.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
89.00000,1.000000,0.000000,4.000000,0.000000,-13.0000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
90.00000,1.000000,0.000000,4.000000,1.000000,-6.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
91.00000,1.000000,0.000000,4.000000,3.000000,9.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
92.00000,1.000000,0.000000,4.000000,2.000000,-1.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
93.00000,1.000000,0.000000,4.000000,3.000000,3.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
94.00000,1.000000,0.000000,4.000000,2.000000,4.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
95.00000,1.000000,0.000000,4.000000,3.000000,-4.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
96.00000,1.000000,0.000000,4.000000,0.000000,-13.0000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
97.00000,1.000000,0.000000,4.000000,2.000000,-8.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
98.00000,1.000000,0.000000,4.000000,3.000000,18.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
99.00000,1.000000,0.000000,4.000000,0.000000,-14.0000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
100.0000,1.000000,0.000000,4.000000,3.000000,2.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
101.0000,1.000000,0.000000,4.000000,3.000000,8.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
102.0000,1.000000,0.000000,4.000000,2.000000,19.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
103.0000,1.000000,0.000000,4.000000,2.000000,-8.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
104.0000,1.000000,0.000000,4.000000,2.000000,0.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
105.0000,1.000000,0.000000,4.000000,2.000000,-4.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
106.0000,1.000000,0.000000,4.000000,0.000000,-5.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
107.0000,1.000000,0.000000,4.000000,2.000000,-1.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
108.0000,1.000000,0.000000,4.000000,0.000000,-8.00000,0.000000,2.000000,0.000000,0.090000,0.640000,1.000000
109.0000,1.000000,0.000000,4.000000,3.000000,-2.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
110.0000,1.000000,0.000000,4.000000,3.000000,1.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
111.0000,1.000000,0.000000,4.000000,3.000000,7.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
112.0000,1.000000,1.000000,2.000000,3.000000,0.999999,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
113.0000,1.000000,0.000000,4.000000,3.000000,4.999999,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
114.0000,1.000000,0.000000,4.000000,3.000000,7.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
115.0000,1.000000,0.000000,4.000000,0.000000,-10.0000,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
116.0000,1.000000,1.000000,1.000000,3.000000,7.999999,0.000000,1.000000,1.000000,0.090000,0.640000,1.000000
117.0000,1.000000,0.000000,4.000000,3.000000,6.999999,0.000000,3.000000,0.000000,0.090000,0.640000,1.000000
118.0000,1.000000,0.000000,4.000000,3.000000,4.999999,0.000000,3.000000,0.000000,0.090000,0.640000,1.000000
119.0000,1.000000,1.000000,1.000000,3.000000,1.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
120.0000,1.000000,0.000000,4.000000,0.000000,-5.00000,0.000000,1.000000,1.000000,0.090000,0.640000,1.000000
121.0000,1.000000,0.000000,4.000000,3.000000,-0.00000,0.000000,3.000000,0.000000,0.090000,0.640000,1.000000
122.0000,1.000000,1.000000,2.000000,3.000000,6.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
123.0000,1.000000,0.000000,4.000000,3.000000,10.99999,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
124.0000,1.000000,0.000000,4.000000,1.000000,-10.0000,0.000000,2.000000,0.000000,0.090000,0.640000,1.000000
125.0000,1.000000,1.000000,2.000000,3.000000,-1.00000,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
126.0000,1.000000,1.000000,2.000000,2.000000,-5.00000,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
127.0000,1.000000,1.000000,2.000000,3.000000,-4.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
128.0000,1.000000,0.000000,4.000000,0.000000,4.999999,0.000000,3.000000,0.000000,0.090000,0.640000,1.000000
129.0000,1.000000,0.000000,4.000000,3.000000,-2.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
130.0000,1.000000,0.000000,4.000000,2.000000,-8.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
131.0000,1.000000,0.000000,4.000000,3.000000,5.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
132.0000,1.000000,1.000000,3.000000,3.000000,4.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
133.0000,1.000000,0.000000,4.000000,1.000000,5.999999,0.000000,1.000000,1.000000,0.090000,0.640000,1.000000
134.0000,1.000000,0.000000,4.000000,3.000000,11.99999,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
135.0000,1.000000,1.000000,2.000000,3.000000,-0.00000,0.000000,4.000000,1.000000,0.090000,0.640000,1.000000
136.0000,1.000000,1.000000,1.000000,3.000000,9.999999,0.000000,3.000000,1.000000,0.090000,0.640000,1.000000
137.0000,1.000000,1.000000,3.000000,2.000000,-3.00000,0.000000,2.000000,1.000000,0.090000,0.640000,1.000000
138.0000,1.000000,1.000000,2.000000,3.000000,6.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
139.0000,1.000000,0.000000,4.000000,3.000000,-0.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
140.0000,1.000000,0.000000,4.000000,1.000000,-12.0000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
141.0000,1.000000,0.000000,4.000000,2.000000,9.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
142.0000,1.000000,0.000000,4.000000,2.000000,-4.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
143.0000,1.000000,0.000000,4.000000,3.000000,1.999999,0.000000,2.000000,0.000000,0.090000,0.640000,1.000000
144.0000,1.000000,0.000000,4.000000,2.000000,-4.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
145.0000,1.000000,0.000000,4.000000,3.000000,-0.00000,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
146.0000,1.000000,0.000000,4.000000,3.000000,15.99999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
147.0000,1.000000,0.000000,4.000000,1.000000,3.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
148.0000,1.000000,0.000000,4.000000,3.000000,11.99999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
149.0000,1.000000,0.000000,4.000000,3.000000,7.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
150.0000,1.000000,0.000000,4.000000,3.000000,18.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
151.0000,1.000000,0.000000,4.000000,0.000000,-14.0000,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
152.0000,1.000000,0.000000,4.000000,1.000000,-12.0000,0.000000,3.000000,0.000000,0.090000,0.640000,1.000000
153.0000,1.000000,0.000000,4.000000,0.000000,-3.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
154.0000,1.000000,0.000000,4.000000,1.000000,-5.00000,0.000000,3.000000,0.000000,0.090000,0.640000,1.000000
155.0000,1.000000,0.000000,4.000000,0.000000,-6.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
156.0000,1.000000,0.000000,4.000000,2.000000,2.999999,0.000000,2.000000,0.000000,0.090000,0.640000,1.000000
157.0000,1.000000,0.000000,4.000000,0.000000,-2.00000,0.000000,2.000000,0.000000,0.090000,0.640000,1.000000
158.0000,1.000000,0.000000,4.000000,1.000000,-5.00000,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
159.0000,1.000000,0.000000,4.000000,3.000000,2.999999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
160.0000,1.000000,1.000000,2.000000,1.000000,4.999999,0.000000,3.000000,0.000000,0.090000,0.640000,1.000000
161.0000,1.000000,0.000000,4.000000,3.000000,-2.00000,0.000000,3.000000,0.000000,0.090000,0.640000,1.000000
162.0000,1.000000,0.000000,4.000000,1.000000,-10.0000,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
163.0000,1.000000,0.000000,4.000000,2.000000,10.99999,0.000000,1.000000,0.000000,0.090000,0.640000,1.000000
164.0000,1.000000,0.000000,4.000000,2.000000,-4.00000,0.000000,4.000000,0.000000,0.090000,0.640000,1.000000
165.0000,2.000000,0.000000,4.000000,3.000000,-2.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
166.0000,2.000000,0.000000,4.000000,3.000000,-2.00000,0.000000,2.000000,0.000000,0.110000,0.780000,1.000000
167.0000,2.000000,0.000000,4.000000,3.000000,14.99999,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
168.0000,2.000000,0.000000,4.000000,2.000000,-6.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
169.0000,2.000000,0.000000,4.000000,2.000000,-4.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
170.0000,2.000000,0.000000,4.000000,0.000000,-14.0000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
171.0000,2.000000,0.000000,4.000000,2.000000,-2.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
172.0000,2.000000,0.000000,4.000000,0.000000,-14.0000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
173.0000,2.000000,0.000000,4.000000,3.000000,-3.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
174.0000,2.000000,1.000000,3.000000,2.000000,-6.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
175.0000,2.000000,0.000000,4.000000,3.000000,7.999999,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
176.0000,2.000000,0.000000,4.000000,1.000000,-9.00000,0.000000,3.000000,0.000000,0.110000,0.780000,1.000000
177.0000,2.000000,0.000000,4.000000,3.000000,19.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
178.0000,2.000000,1.000000,2.000000,3.000000,0.999999,0.000000,4.000000,0.000000,0.110000,0.780000,1.000000
179.0000,2.000000,1.000000,2.000000,1.000000,-3.00000,0.000000,4.000000,0.000000,0.110000,0.780000,1.000000
180.0000,2.000000,1.000000,1.000000,3.000000,6.999999,0.000000,3.000000,0.000000,0.110000,0.780000,1.000000
181.0000,2.000000,1.000000,2.000000,2.000000,5.999999,0.000000,4.000000,0.000000,0.110000,0.780000,1.000000
182.0000,2.000000,0.000000,4.000000,3.000000,-0.00000,0.000000,2.000000,0.000000,0.110000,0.780000,1.000000
183.0000,2.000000,0.000000,4.000000,2.000000,-6.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
184.0000,2.000000,0.000000,4.000000,1.000000,-10.0000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
185.0000,2.000000,1.000000,3.000000,3.000000,6.999999,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
186.0000,2.000000,0.000000,4.000000,3.000000,0.999999,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
187.0000,2.000000,0.000000,4.000000,0.000000,-8.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
188.0000,2.000000,0.000000,4.000000,2.000000,-0.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
189.0000,2.000000,0.000000,4.000000,0.000000,-12.0000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
190.0000,2.000000,0.000000,4.000000,0.000000,7.999999,0.000000,1.000000,1.000000,0.110000,0.780000,1.000000
191.0000,2.000000,0.000000,4.000000,3.000000,9.999999,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
192.0000,2.000000,0.000000,4.000000,0.000000,-8.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
193.0000,2.000000,0.000000,4.000000,2.000000,-8.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
194.0000,2.000000,0.000000,4.000000,3.000000,-3.00000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
195.0000,2.000000,1.000000,2.000000,2.000000,-3.00000,0.000000,2.000000,0.000000,0.110000,0.780000,1.000000
196.0000,2.000000,0.000000,4.000000,0.000000,-14.0000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
197.0000,2.000000,1.000000,2.000000,2.000000,-3.00000,0.000000,3.000000,0.000000,0.110000,0.780000,1.000000
198.0000,2.000000,0.000000,4.000000,2.000000,0.999999,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
199.0000,2.000000,0.000000,4.000000,1.000000,-12.0000,0.000000,1.000000,0.000000,0.110000,0.780000,1.000000
200.0000,3.000000,0.000000,4.000000,0.000000,-12.0000,1.000000,2.000000,0.000000,0.300000,0.600000,1.000000
201.0000,3.000000,1.000000,3.000000,3.000000,-4.00000,1.000000,3.000000,0.000000,0.300000,0.600000,1.000000
202.0000,3.000000,1.000000,2.000000,0.000000,-9.00000,1.000000,3.000000,0.000000,0.300000,0.600000,1.000000
203.0000,4.000000,1.000000,2.000000,1.000000,-6.00000,1.000000,4.000000,0.000000,0.100000,0.380000,1.000000
204.0000,4.000000,0.000000,4.000000,2.000000,-4.00000,1.000000,4.000000,0.000000,0.100000,0.380000,1.000000
205.0000,4.000000,1.000000,2.000000,1.000000,-7.00000,1.000000,4.000000,0.000000,0.100000,0.380000,1.000000
206.0000,4.000000,1.000000,2.000000,3.000000,1.999999,1.000000,3.000000,0.000000,0.100000,0.380000,1.000000
207.0000,4.000000,0.000000,4.000000,2.000000,5.999999,1.000000,3.000000,0.000000,0.100000,0.380000,1.000000
208.0000,4.000000,1.000000,2.000000,2.000000,-2.00000,1.000000,4.000000,0.000000,0.100000,0.380000,1.000000
209.0000,4.000000,0.000000,4.000000,0.000000,-4.00000,1.000000,4.000000,0.000000,0.100000,0.380000,1.000000
210.0000,4.000000,1.000000,2.000000,3.000000,3.999999,1.000000,4.000000,0.000000,0.100000,0.380000,1.000000
211.0000,4.000000,1.000000,2.000000,2.000000,6.999999,1.000000,3.000000,1.000000,0.100000,0.380000,1.000000
212.0000,4.000000,0.000000,4.000000,2.000000,-6.00000,1.000000,4.000000,0.000000,0.100000,0.380000,1.000000
213.0000,4.000000,1.000000,2.000000,3.000000,6.999999,1.000000,2.000000,1.000000,0.100000,0.380000,1.000000
214.0000,4.000000,1.000000,2.000000,3.000000,-1.00000,1.000000,3.000000,1.000000,0.100000,0.380000,1.000000
215.0000,4.000000,1.000000,2.000000,1.000000,-11.0000,1.000000,4.000000,1.000000,0.100000,0.380000,1.000000
216.0000,4.000000,1.000000,2.000000,1.000000,-4.00000,1.000000,4.000000,0.000000,0.100000,0.380000,1.000000
217.0000,4.000000,0.000000,4.000000,0.000000,-7.00000,1.000000,4.000000,0.000000,0.100000,0.380000,1.000000
218.0000,4.000000,1.000000,2.000000,3.000000,1.999999,1.000000,1.000000,0.000000,0.100000,0.380000,1.000000
219.0000,4.000000,1.000000,2.000000,1.000000,-8.00000,1.000000,1.000000,0.000000,0.100000,0.380000,1.000000
220.0000,4.000000,0.000000,4.000000,2.000000,-3.00000,0.000000,1.000000,0.000000,0.100000,0.380000,1.000000
221.0000,4.000000,1.000000,2.000000,1.000000,-5.00000,0.000000,4.000000,0.000000,0.100000,0.380000,1.000000
222.0000,4.000000,1.000000,2.000000,3.000000,2.999999,0.000000,2.000000,0.000000,0.100000,0.380000,1.000000
223.0000,4.000000,0.000000,4.000000,0.000000,-5.00000,0.000000,1.000000,0.000000,0.100000,0.380000,1.000000
224.0000,4.000000,0.000000,4.000000,3.000000,13.99999,0.000000,1.000000,0.000000,0.100000,0.380000,1.000000
225.0000,4.000000,0.000000,4.000000,3.000000,15.99999,0.000000,1.000000,0.000000,0.100000,0.380000,1.000000
226.0000,4.000000,0.000000,4.000000,3.000000,5.999999,0.000000,1.000000,0.000000,0.100000,0.380000,1.000000
227.0000,4.000000,0.000000,4.000000,3.000000,4.999999,0.000000,1.000000,0.000000,0.100000,0.380000,1.000000
228.0000,4.000000,0.000000,4.000000,0.000000,-8.00000,0.000000,4.000000,0.000000,0.100000,0.380000,1.000000
229.0000,4.000000,0.000000,4.000000,3.000000,5.999999,0.000000,1.000000,0.000000,0.100000,0.380000,1.000000
